Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
124	692.8125	476.53387	999.0	-282.0	273.9375	64.08459	93.052055	251.05818	-11.693001	625000	-8.201599e-09	31074.535	-0.012909647	-9470.234	0.50267315	0.009221526	0.0956	79.0	340.92278599739075
125	585.2308	456.31894	995.0	-211.0	380.6154	72.66119	114.85175	255.92313	-12.132881	630000	-5.531311e-09	27477.904	-0.010317834	-6604.17	0.4760395	0.015263182	0.0784	71.0	343.79179096221924
126	627.4	463.6868	984.0	-189.0	327.13333	79.372375	117.46768	259.71133	-8.641985	635000	3.2615663e-08	46444.12	-0.004306004	-8794.949	0.54340976	0.019546311	0.1274	26.0	346.35240292549133
127	501.4	538.74506	989.0	-171.0	434.6	214.12856	39.38419	257.98608	-3.174223	640000	-1.8978119e-08	52096.723	-0.004082818	-37895.895	0.57625926	0.016731244	0.0782	12.0	348.88603472709656
128	639.5	462.95862	980.0	-184.0	327.7143	77.77684	111.57669	257.68262	-3.7519622	645000	3.051758e-08	43023.37	-0.00940619	-7106.5273	0.44231376	0.017365161	0.0674	40.0	351.5885088443756
129	755.34784	376.81497	999.0	-224.0	212.95653	49.492874	99.801956	248.16382	-4.126414	650000	1.7118454e-08	46556.414	-0.0049987286	-6228.574	0.61288106	0.0135034425	0.044	2.0	354.0501148700714
130	738.8	401.94324	999.0	-195.0	244.15	126.1986	113.25109	266.55978	-3.1287127	655000	1.1539459e-07	45993.02	-0.013617083	-4227.426	0.37874946	0.011429223	0.0446	79.0	357.5185568332672
131	401.375	538.55914	986.0	-162.0	526.5	137.9878	122.27558	269.26584	-4.2663474	660000	1.7404556e-08	38308.41	-0.0041620457	-26505.383	0.5138677	0.018843347	0.0624	3.0	359.8488349914551
132	612.3077	517.58185	997.0	-416.0	338.23077	70.37368	108.071304	258.60147	-5.627265	665000	-1.04236605e-07	33871.31	-0.002572802	-5496.617	0.44528994	0.021796105	0.1158	6.0	362.20132184028625
133	557.5455	512.39124	989.0	-280.0	394.18182	34.526524	69.364685	255.99756	-6.8089767	670000	7.6293943e-10	25823.367	-0.0067074504	-5581.4766	0.37824756	0.015524136	0.0778	18.0	364.6710379123688
134	741.6842	409.87827	981.0	-398.0	221.36842	48.416874	97.91698	265.84482	-6.161426	675000	1.8978119e-08	47784.562	-0.006284973	-12117.211	0.38836876	0.01665692	0.0972	9.0	367.16456294059753
135	597.9286	535.29865	993.0	-581.0	333.14285	116.93169	133.23769	274.79868	3.4618883	680000	2.5224686e-08	36758.566	-0.0067013465	-9779.014	0.43945673	0.016094152	0.1082	7.0	369.6288387775421
136	515.3	498.87195	967.0	-179.0	444.3	8.085255	62.661686	273.09048	-15.475914	685000	1.449585e-08	18974.934	-0.0054130782	-5041.1396	0.5046896	0.01976603	0.147	16.0	372.08835768699646
137	755.0	342.60287	983.0	-222.0	225.31818	213.6024	114.84739	277.59714	-12.819372	690000	-9.07898e-08	65794.83	-0.0060564764	-20987.418	0.35337794	0.015547815	0.0804	12.0	374.625305891037
138	720.1579	389.36105	982.0	-264.0	246.73685	131.68314	105.967354	282.48895	-10.024219	695000	2.6702882e-08	47126.68	-0.0074213357	-10562.059	0.5507011	0.015624371	0.0742	20.0	377.06643295288086
139	339.0	554.0129	950.0	-515.0	553.75	86.657974	115.71917	289.49615	-17.696907	700000	7.162094e-08	22292.762	-0.00874864	-7662.0205	0.4118494	0.015606992	0.0912	25.0	379.5830399990082
140	735.0	398.95135	999.0	-209.0	238.09525	38.71562	87.69145	290.09616	-18.776268	705000	5.531311e-09	50403.48	-0.012432478	-11268.73	0.37649044	0.014141288	0.0934	79.0	383.0147707462311
141	626.2857	457.92877	995.0	-166.0	355.57144	111.042984	144.61484	294.96814	-13.499392	710000	-4.2390823e-08	40748.492	-0.0006449159	-9326.963	0.28659943	0.0011509053	0.0418	4.0	385.4887399673462
142	774.26086	365.85162	999.0	-261.0	199.82608	89.4379	114.730965	290.3447	-17.590816	715000	-1.7738342e-08	66595.88	0.00049873866	-23422.14	0.49635068	0.017706288	0.071	6.0	387.93312406539917
143	326.14285	537.4311	947.0	-345.0	593.1429	195.39012	126.65478	296.65607	-2.1518302	720000	-4.4059753e-08	55350.246	-0.0070564384	-46563.152	0.3189568	0.002659018	0.0472	79.0	390.82381677627563
144	831.6	300.50708	999.0	-161.0	154.76666	109.39535	127.86373	298.2016	-2.9312925	725000	1.6002654e-07	62914.664	-0.00556702	-8050.2656	0.34224364	0.019526828	0.0876	6.0	393.32283782958984
145	592.1818	452.07114	977.0	-8.0	399.36365	84.75516	136.62434	307.74283	-13.557164	730000	8.058548e-09	31829.146	-0.00903378	-429.92773	0.1242592	0.0042100595	0.0244	79.0	396.3255639076233
146	677.17645	433.01764	986.0	-226.0	290.0	172.01314	148.82997	305.35254	-2.5627003	735000	-5.722046e-09	60754.086	-0.0054770643	-27838.496	0.44566226	0.020180976	0.1086	13.0	398.9277198314667
147	738.3333	381.75543	997.0	-151.0	236.61111	114.845215	86.302185	303.6798	-2.9267817	740000	8.893013e-08	41667.41	-0.007219608	-9013.189	0.37246388	0.015026107	0.0582	15.0	401.47301983833313
148	501.8889	534.51025	987.0	-172.0	454.77777	82.62081	51.41961	309.79468	1.6147969	745000	-1.1634826e-08	14586.652	-0.004684347	-5836.7354	0.36562935	0.016479354	0.0636	13.0	403.99315094947815
149	692.8333	446.37866	992.0	-238.0	274.16666	198.13612	101.9475	309.27307	-0.07288313	750000	-2.2125244e-08	70053.734	-0.0018452962	-23198.89	0.44866621	0.011326168	0.0892	11.0	406.46016669273376
150	690.55554	420.88165	996.0	-360.0	260.44446	133.86432	115.78926	309.80377	-7.381125	755000	8.125305e-08	67558.91	0.009534276	-11338.102	0.5095213	0.019180078	0.151	3.0	409.4658417701721
151	607.3077	423.58856	956.0	-97.0	373.69232	121.55225	78.509895	243.09743	-1.9268188	760000	1.4781952e-08	41523.57	-0.013028575	-13399.695	0.16685955	0.015244646	0.0872	63.0	412.2307388782501
152	498.33334	502.5106	980.0	-121.0	472.22223	189.58452	46.424904	243.55528	-8.100702	765000	4.482269e-08	45506.453	-0.0069724414	-27556.494	0.30267623	0.015555899	0.0728	46.0	415.17809772491455
153	595.8333	490.46744	980.0	-184.0	368.0	97.08714	100.99028	244.12494	-8.296503	770000	-4.4727326e-08	44775.035	-0.011767631	-11283.273	0.3748137	0.015577733	0.1004	54.0	417.8529849052429
154	463.3	521.27325	999.0	-318.0	472.4	20.859837	41.780083	217.83022	-8.54081	775000	1.4305114e-08	18463.078	-0.0022269697	-2412.0352	0.4432507	0.018268704	0.061	21.0	420.35383582115173
155	710.7059	405.16934	997.0	-38.0	280.2353	42.928432	57.16256	236.72173	-9.83649	780000	5.836487e-08	40498.074	-0.009790192	-9765.422	0.14699881	0.015460611	0.0388	54.0	423.10058093070984
156	757.1739	409.38092	995.0	-301.0	216.34782	162.84557	85.75926	248.15913	1.1819448	785000	2.8610229e-08	73052.73	-0.010776329	-10003.09	0.35747352	0.016548827	0.0572	52.0	425.9690959453583
157	724.3158	370.93283	991.0	-57.0	260.73685	138.31638	110.54942	256.08252	-7.3486514	790000	-7.1907046e-08	56780.6	-0.0022632196	-5789.926	0.2505196	0.0027302757	0.0448	5.0	428.5620300769806
158	711.7222	379.0394	998.0	-248.0	245.83333	170.8513	106.67624	281.27884	-8.465122	795000	3.8433075e-08	54415.742	0.013065657	-12002.301	0.5457381	0.04863054	0.188	2.0	430.97155499458313
159	659.2143	456.37253	983.0	-278.0	291.14285	88.36393	74.0874	308.4992	-9.458656	800000	-6.008148e-09	32447.277	-0.004265874	-9281.709	0.5097912	0.02054822	0.105	10.0	433.52958583831787
160	765.2174	423.74103	991.0	-424.0	185.95653	175.51534	90.146416	313.04495	-9.570834	805000	-1.0490417e-08	72463.58	-0.004036875	-25427.164	0.56713116	0.024044663	0.1294	10.0	436.87565779685974
161	726.0526	419.18597	999.0	-173.0	252.36842	73.852516	97.35378	318.03714	-10.18352	810000	-1.9550324e-08	43601.902	-0.0063763023	-5401.6016	0.30880475	0.025024874	0.0742	20.0	439.47097992897034
162	769.4091	387.03418	999.0	-338.0	192.04546	182.37605	112.901924	321.67773	-13.818989	815000	-9.536743e-09	70194.39	-0.005763367	-18826.684	0.60988045	0.014455603	0.0886	11.0	442.02046489715576
163	590.7692	546.0462	970.0	-398.0	341.30768	140.18373	145.43118	322.07867	-7.3059387	820000	6.7949294e-08	50611.105	-0.009114649	-27455.45	0.5071368	0.010120383	0.067	79.0	445.02640295028687
164	95.833336	507.6506	969.0	-381.0	724.0	64.60903	107.417206	323.90247	-19.531748	825000	-8.325577e-08	21303.3	-0.0036772783	-4809.8223	0.56645274	0.014474847	0.063	20.0	447.52216386795044
165	328.75	548.2253	979.0	-383.0	573.25	47.376972	62.072716	319.32846	-15.568447	830000	9.727478e-09	13784.516	-0.0028050055	-6130.2476	0.3861756	0.016316636	0.0908	12.0	450.19822001457214
166	680.5263	455.6043	996.0	-346.0	261.89474	46.665764	114.09294	320.2178	-22.462173	835000	1.1444092e-09	34113.406	-0.0011281639	-2548.209	0.49787626	0.0077342484	0.0632	2.0	452.7811179161072
167	553.5833	564.5387	993.0	-273.0	363.5	28.717693	68.66334	324.61578	-9.191234	840000	1.4305115e-10	21117.08	-0.008011254	-1403.748	0.55441856	0.012304533	0.0732	79.0	455.78191089630127
168	556.0909	485.83377	991.0	-278.0	405.0	193.29126	121.15804	326.8034	-9.423752	845000	1.18732455e-08	60621.973	-0.009455698	-27048.848	0.19494817	0.015199298	0.0522	28.0	458.37199783325195
169	423.7	587.7501	996.0	-438.0	462.0	42.057446	90.15236	320.30838	-10.308172	850000	-1.3542175e-08	16775.12	-0.004579523	-4044.3271	0.45611894	0.019201772	0.1096	6.0	460.8832359313965
170	505.7	562.1717	999.0	-354.0	423.1	8.669622	63.376778	318.36542	-12.276972	855000	3.1089783e-08	13837.462	-0.004288059	-2725.5	0.32255208	0.018573603	0.0756	13.0	463.9125678539276
171	738.1111	423.76093	999.0	-246.0	233.83333	10.999867	69.11837	321.30096	-25.01431	860000	-1.1825562e-08	31558.445	-0.00695258	-3018.752	0.18676844	0.01669193	0.0258	47.0	466.7092328071594
172	636.6923	459.72943	998.0	-101.0	345.6154	34.88607	78.02972	324.99768	-13.070947	865000	3.5715104e-08	28099.934	-0.0078002573	-2153.4824	0.20059703	0.015743019	0.0546	24.0	469.38507199287415
173	697.7222	431.99573	998.0	-217.0	274.77777	108.8102	108.19337	326.8303	-9.271294	870000	-1.0871887e-08	40801.086	-0.006906076	-8354.34	0.2640175	0.01788994	0.0992	23.0	472.0382149219513
174	530.0769	559.83105	984.0	-655.0	383.15384	128.50545	114.69395	331.55807	-0.06100273	875000	1.7166137e-08	38389.848	-0.007446403	-19655.596	0.19775829	0.015314936	0.0472	53.0	474.7441508769989
175	648.1429	501.9018	993.0	-264.0	310.7143	47.122105	72.909706	332.99698	-11.047077	880000	4.2152404e-08	20969.896	-0.0037758218	-3340.3613	0.31708553	0.016119195	0.0682	41.0	477.5287127494812
176	749.1579	409.85623	999.0	-367.0	223.05263	57.259388	123.88185	336.37704	-15.861082	885000	-2.269745e-08	42191.332	-0.010655137	-8780.695	0.19484445	0.0049409433	0.0244	79.0	480.5109701156616
177	499.18182	618.0042	995.0	-398.0	384.36365	107.577484	107.59331	337.68417	-15.384413	890000	5.722046e-10	32408.4	-0.0073218388	-23110.645	0.3509346	0.010601279	0.0444	79.0	483.53183579444885
178	760.0	406.18344	990.0	-155.0	220.40909	105.059326	158.71432	339.21582	-19.089771	895000	2.2888185e-09	58512.42	-0.0075621605	-4913.7344	0.25129566	0.020269576	0.0462	14.0	486.06345105171204
179	232.0	516.0161	982.0	-227.0	681.6667	81.70176	68.96089	337.91553	59.86024	900000	-3.4332275e-09	14725.072	-0.0023924857	-9581.566	0.3030664	0.008639964	0.0486	79.0	488.99146795272827
180	585.9091	459.16098	996.0	-43.0	404.54544	25.81525	81.22789	338.63565	-20.259054	905000	-5.7697296e-08	19181.812	-0.007686875	-5817.669	0.15943928	0.014649128	0.0712	24.0	492.116005897522
181	771.9048	364.46396	984.0	-142.0	210.66667	190.26108	122.367676	341.45758	-11.669149	910000	-1.3923645e-08	75235.484	-0.004214698	-21230.855	0.1915845	0.009020134	0.0376	8.0	494.6208128929138
182	376.5	534.90607	995.0	-433.0	540.25	50.014908	85.766914	341.69846	-11.706983	915000	-3.1471252e-08	12485.48	-0.004462417	-4947.24	0.17349811	0.02037557	0.0914	4.0	497.0650727748871
183	681.25	470.96768	995.0	-287.0	281.125	94.27805	148.55666	343.30893	-6.861834	920000	4.196167e-09	42428.64	-0.009153564	-7637.2812	0.2801697	0.019733224	0.0958	26.0	499.66845202445984
184	603.7692	528.41394	986.0	-664.0	313.3846	142.42473	152.5888	338.42087	-16.6963	925000	-1.0404587e-07	49949.703	-0.004634038	-11151.664	0.38263285	0.016786072	0.1058	15.0	502.2844338417053
185	587.7692	481.7922	981.0	-255.0	375.69232	173.80922	146.56575	333.6627	13.757727	930000	8.010864e-09	61386.266	-0.009126642	-40853.125	0.37840602	0.016596952	0.063	39.0	504.98428988456726
186	421.55554	462.74353	975.0	-130.0	532.55554	113.496574	96.36298	323.18918	-14.860562	935000	-2.8133393e-08	22981.354	-0.005989391	-12815.066	0.12539153	0.003950755	0.0194	79.0	507.9096050262451
187	559.0	587.3594	999.0	-573.0	357.25	76.82358	136.01817	319.39835	-43.096725	940000	-4.9591065e-08	37455.74	-0.004882021	-6440.2285	0.1550619	0.018596187	0.0488	21.0	510.4448139667511
188	633.46155	444.7185	987.0	-62.0	352.76923	107.65701	129.88231	296.46228	-40.842102	945000	-3.1352045e-08	44025.445	-0.008085456	-15694.578	0.16879757	0.01743591	0.0442	64.0	513.2435228824615
189	684.875	521.3305	998.0	-588.0	251.125	56.998005	90.9717	276.106	-53.387123	950000	-1.835823e-08	33552.63	-0.008725442	-7043.7207	0.38096476	0.015392119	0.0874	75.0	516.2626848220825
190	279.42856	598.31854	958.0	-427.0	592.8571	136.2732	114.20643	282.96152	-29.901875	955000	1.9388199e-07	38300.4	0.04706675	-17202.299	0.38012138	0.082662515	0.227	1.0	519.3970129489899
191	464.1	590.7406	991.0	-734.0	443.9	74.10897	102.05434	173.77695	-59.004017	960000	6.341934e-08	29422.361	0.011189889	-6129.385	0.3036668	0.02202305	0.046	2.0	521.8457388877869
192	587.5714	507.22574	982.0	-420.0	323.2143	16.925798	77.32034	154.28473	-48.85036	965000	-4.5776368e-08	41566.645	0.0025043886	-7177.328	0.34923568	0.033903062	0.1708	4.0	524.5480408668518
193	341.33334	559.36414	959.0	-448.0	527.7778	27.917532	68.8656	163.00578	-41.116875	970000	-5.722046e-10	17081.748	-0.00065267755	-2193.1738	0.3780793	0.025716858	0.0868	2.0	527.0728769302368
194	584.5833	466.96527	989.0	-146.0	391.75	30.875753	86.14445	174.82487	-54.78304	975000	1.1692047e-07	32248.977	-0.007819544	-2928.2285	0.21043809	0.015950674	0.0648	56.0	529.7198748588562
195	438.1	597.1831	997.0	-405.0	448.0	64.96932	81.20244	169.59323	-36.381332	980000	2.670288e-09	22928.438	0.00038538055	-6024.3633	0.44909316	0.015820358	0.1468	1.0	532.2857110500336
196	432.9	482.171	975.0	-349.0	491.6	-0.9481	54.9981	170.93384	-54.73308	985000	1.4686584e-08	23746.516	-0.007761625	-3948.295	0.28594646	0.01549559	0.0506	28.0	534.8578238487244
197	578.0833	468.70627	978.0	-345.0	350.58334	76.06916	75.39818	174.19067	-33.420586	990000	1.1157989e-08	35214.207	-0.0013948631	-9512.666	0.39547423	0.012151957	0.0636	4.0	537.2827808856964
198	639.625	490.87558	999.0	-411.0	308.6875	18.385263	69.70268	175.72337	-32.665237	995000	9.63211e-09	28249.184	0.0018716413	-2463.1855	0.30987188	0.02544818	0.124	3.0	539.7735249996185
199	680.75	450.7748	999.0	-429.0	281.0	52.5869	79.30275	191.35039	-18.890049	1000000	2.336502e-08	37924.754	0.004212734	-7757.1445	0.35518214	0.07419101	0.1788	3.0	542.1536829471588
200	544.38464	584.2352	995.0	-487.0	354.84616	36.978245	86.86745	204.5457	-28.619158	1005000	-7.6293943e-10	28667.312	0.03804079	-7124.9023	0.5406552	0.24852093	0.338	1.0	545.2051229476929
201	751.619	416.77463	997.0	-290.0	224.5238	57.063046	87.67825	201.41165	-27.440687	1010000	-6.5803527e-09	48413.77	0.012839857	-11404.0625	0.28136238	0.20211917	0.1638	1.0	547.7943458557129
202	423.22223	551.9217	999.0	-357.0	494.22223	118.93147	106.33031	209.21617	-24.62092	1015000	-2.384186e-10	27296.545	0.0027891481	-10810.596	0.43684405	0.01267082	0.1252	1.0	550.3812258243561
203	772.1739	373.50266	996.0	-279.0	204.78261	43.1701	62.388126	150.3819	-29.031836	1020000	2.9563903e-08	74025.23	0.0004744854	-9687.223	0.43657148	0.017499978	0.1122	2.0	552.80979180336
204	791.2692	338.5186	999.0	-312.0	184.46153	99.6161	66.15643	179.59964	-22.786259	1025000	-8.5830685e-09	73928.84	-0.006768696	-6677.2734	0.39383927	0.018938888	0.0938	16.0	555.3491277694702
205	773.96	372.73984	995.0	-317.0	194.24	85.51555	70.62131	182.9884	-20.478895	1030000	-4.863739e-09	65132.402	-0.0044032102	-7970.539	0.5105276	0.0072022825	0.0716	8.0	558.0692529678345
206	435.66666	517.9369	953.0	-249.0	496.8889	60.4778	69.06459	202.2347	-12.692606	1035000	-1.783371e-08	19836.352	-0.0056461985	-3541.0908	0.4097519	0.015789272	0.0832	22.0	560.5997910499573
207	770.7368	359.4522	995.0	-111.0	221.52632	108.14282	88.03286	212.27068	-16.15362	1040000	-5.722046e-09	52182.145	-0.007863147	-9674.316	0.29406905	0.012971249	0.0576	43.0	563.2463510036469
208	640.7143	474.937	981.0	-241.0	327.85715	155.82352	89.34036	229.35515	-2.0377164	1045000	-3.004074e-08	56172.7	-0.00079033506	-18696.195	0.416834	0.012791762	0.1254	5.0	565.687882900238
209	824.3333	261.79694	996.0	-28.0	167.75	83.21132	72.09382	215.6068	-10.588259	1050000	4.6577455e-07	93722.625	-0.0012619385	-26606.047	0.365955	0.021830939	0.1236	5.0	568.1964619159698
210	708.44446	381.70877	997.0	-201.0	273.55554	215.71155	40.888275	232.42307	16.741915	1055000	2.3651124e-08	66054.555	-0.0074958666	-16910.793	0.37084058	0.014092212	0.1284	46.0	571.4284520149231
211	662.2353	468.17514	994.0	-352.0	293.17648	144.9421	82.988144	230.63667	30.44503	1060000	2.5606155e-07	56979.84	-0.010132455	-8400.973	0.4699148	0.013279114	0.1028	79.0	574.2875230312347
212	788.6	314.34732	994.0	-25.0	196.48	154.78967	88.395546	282.09567	-1.0534735	1065000	-6.246567e-09	63882.098	-0.009748514	-23179.707	0.25146595	0.014923085	0.0684	68.0	577.2261879444122
213	712.0526	442.37808	999.0	-305.0	255.0	191.75032	115.51349	344.06473	-2.0098953	1070000	2.632141e-08	52407.566	-0.0011752746	-10405.16	0.41152257	0.015727371	0.0568	3.0	579.7420749664307
214	758.0	378.77698	996.0	-169.0	229.90475	95.72271	119.148254	320.31744	-4.432492	1075000	-9.217262e-08	36999.773	-0.003765908	-11348.947	0.1957815	0.018964227	0.0646	7.0	582.2927899360657
215	878.875	252.27664	999.0	-95.0	113.35	314.90292	75.487305	345.39713	9.155175	1080000	8.487701e-09	123416.46	-0.0021065404	-36869.97	0.32671976	0.005248605	0.0194	4.0	584.8130238056183
216	581.5833	462.168	993.0	-182.0	394.0	134.04979	83.35138	343.90176	-6.069765	1085000	2.4795532e-09	30585.42	-0.009290925	-18666.951	0.2624608	0.012793886	0.0564	79.0	587.6922118663788
217	647.6	441.79944	986.0	-196.0	333.0	149.93134	141.3073	354.30728	-12.350704	1090000	2.0885468e-08	57147.125	-0.0012471186	-9808.258	0.2545748	0.03712979	0.1414	6.0	590.2207889556885
218	840.57574	301.86743	996.0	-244.0	146.78787	183.37515	143.3377	332.98877	-15.051951	1095000	-1.07479096e-07	76105.266	-0.0055638244	-12295.594	0.30486968	0.017536929	0.0894	9.0	592.9352698326111
219	885.53656	228.64885	992.0	-121.0	106.92683	234.75716	117.96323	342.26166	18.439907	1100000	-9.679795e-09	110489.22	-0.004053679	-17788.617	0.29075012	0.015298538	0.0722	7.0	595.4992859363556
220	844.9091	280.63687	994.0	-52.0	145.87878	280.26328	128.63264	348.6672	17.212858	1105000	-2.6702882e-08	91308.73	-0.009987582	-3197.0703	0.23969239	0.0033223755	0.0518	79.0	599.1020739078522
221	762.4545	379.9241	994.0	-297.0	210.54546	283.38174	120.19937	346.04605	41.43393	1110000	-3.10421e-08	81469.93	-0.006779708	-19762.203	0.4122333	0.013577872	0.0806	31.0	601.6988537311554
222	828.9697	318.53543	999.0	-593.0	140.78787	307.2635	73.92265	338.70654	-1.3035254	1115000	2.9277802e-08	97997.65	0.005732845	-8878.773	0.40882096	0.008330145	0.073	1.0	604.1661500930786
223	884.5909	230.55183	997.0	-214.0	105.77273	225.9237	56.369648	302.54617	-2.1719012	1120000	-1.7166137e-08	96968.36	-0.00172624	-13062.219	0.3373114	0.0029242095	0.025	1.0	606.6164839267731
224	630.1429	439.47385	988.0	-214.0	346.14285	302.4759	64.688965	339.32788	17.802767	1125000	-6.341934e-08	83882.125	0.0050350907	-32444.922	0.23764604	0.026563663	0.0428	2.0	608.9736890792847
225	807.5	335.56122	990.0	-194.0	177.33333	162.00917	12.187507	169.80734	41.391808	1130000	-7.660389e-08	91572.516	0.001991112	-2118.9531	0.3126132	0.009209144	0.1002	2.0	611.3786070346832
226	778.375	368.42783	987.0	-361.0	201.20833	150.57	7.909402	157.98466	29.937735	1135000	-9.737015e-08	74005.29	-0.0035054511	-2171.4219	0.354862	0.023320502	0.0828	5.0	613.8504848480225
227	875.7	254.20544	994.0	-266.0	109.775	155.475	28.683483	166.3117	57.711075	1140000	-2.9945372e-08	137765.1	-0.0051596686	-10031.32	0.4625264	0.022748047	0.1022	13.0	616.3530979156494
228	690.41174	412.75305	988.0	-102.0	278.58823	184.6116	13.974679	186.3584	65.44976	1145000	3.6907196e-08	64301.195	-0.0025300174	-703.40234	0.38897198	0.022277217	0.0528	7.0	618.7626838684082
229	707.9375	413.06952	999.0	-12.0	288.1875	182.55063	0.029300278	182.55663	182.3647	1150000	2.3078918e-08	56873.816	-0.009911249	-1171.9531	0.13914306	0.008266296	0.0418	79.0	621.6918439865112
230	700.1429	385.45108	973.0	-35.0	290.42856	173.38683	15.782584	175.48618	8.74818	1155000	-1.402378e-07	53259.523	-0.005804029	-7286.871	0.16849561	0.022869129	0.0536	36.0	625.1288030147552
231	701.2143	379.98666	996.0	-20.0	287.7143	133.69902	54.457214	171.13191	-2.5911865	1160000	5.607605e-08	43145.832	-0.009055908	-1758.1836	0.14194113	0.01302081	0.0232	79.0	628.2784659862518
232	842.8125	280.31128	999.0	-7.0	148.75	148.72772	23.65241	159.55952	18.132404	1165000	1.8501282e-08	96878.914	-0.009114371	-2267.6406	0.18187682	0.028762927	0.0362	26.0	631.084882736206
233	697.2222	435.49033	999.0	-374.0	276.33334	142.0056	38.059097	164.33698	21.06259	1170000	-6.866455e-08	52500.43	-0.010111281	-3422.836	0.31119874	0.01655234	0.0692	47.0	633.7353148460388
234	730.8947	343.4889	999.0	-220.0	234.05263	106.330734	13.4808235	110.00713	19.709929	1175000	2.193451e-08	53969.336	-0.011707325	-531.98047	0.31690663	0.012331044	0.1034	79.0	636.7611758708954
235	695.1	471.38187	993.0	-331.0	249.85	111.10742	18.57693	120.88139	52.109974	1180000	2.0742417e-09	68014.26	-0.008554979	-224.75	0.55166954	0.016309211	0.1516	44.0	639.5271878242493
236	776.7619	373.75504	994.0	-34.0	208.80952	109.49403	27.844442	130.82208	69.98253	1185000	-1.3999939e-07	65407.34	0.0017783261	-540.01953	0.29641923	0.024211146	0.0734	4.0	641.9711709022522
237	724.125	396.5047	996.0	-247.0	253.5	137.04643	9.224668	139.53206	45.12114	1190000	-2.4604798e-08	55603.125	-0.00819876	-4929.539	0.27200732	0.016074331	0.0572	48.0	644.6997947692871
